Gain Type,Continuous/Discrete,Values
State Feedback Gain (F),Discrete,"[0.0326469019600637, -0.05016629219429092, -0.023149617706224035, -0.14798767881620734, -0.15962145925334426, -0.34290751683283816, 0.2157582764614503, -0.07645018043945129, 0.4038733140750992, 0.08666575683591304, 0.7561085273950994, 0.7854960675626899, 0.6906866005579104, 0.5643671051311685, 0.9952310122162089, 0.34347404803975223, 0.049727535857073235, 0.17732283108580305, 0.4281385511167173, -1.3818876184168403, -1.3398911972517453, -0.9174569713327401, -1.0089608929365568, -1.19632115734521, 0.1330777529721292, -1.3103917148473556, -1.7021677758430087, -2.5411552158766426, -4.9130994905099215, -0.004624838360541617, -0.9971385169319547, -4.223448390919657, -0.6890584622697133, -7.0882300951343495, -5.410713168697839, -0.7319050238857017, 8.430076311487937, 13.647732583776815, 15.20817705243826, 57.31548221123376, -1.4513261076062918, -10.375104244463728, -2.733502998322365, -8.79650807249709, 42.501065413918695, -15.37892727466533, -6.196913827807293, -23.554971931385808, -2.206687212950783, 8.098177546504303, 3.312762288165686, -7.206567099936365, -17.26453223597491, -7.151714760373579, -4.770915514149237, 15.443541072454536, -3.7070388920838013, -0.2857364390802104, -0.2159765271935612, -15.35019860477405, 5.568840004736558, -32.94332198688062, 39.795675664790906, 0.27313387498725206, -1.4612231454375433, 0.7011775143182604, -4.587173064530361, -6.576976228578133, 4.295928337844089, -5.3026089002378285, 2.341725158825284, 18.065961225438514, 2.219375849032076, -0.11203041078988463, 8.638693835528102, -16.655333507806063, -0.9103804136102553, -1.1533906866970938, 11.934024093905464, 2.7916978874709457, -14.802435077959672, 8.113080853363499, 103.6544789224281, 37.05555645978893, -23.252198420655986, 28.43098623881815, 46.152729201479815, 18.942209515545983, 30.364393896074034, 2.8182589009079493, 21.21920230734395, -13.20799543679459, 2.20040798780974, -66.92782141279895, -1.0005755930469604, -3.1699040995445102, -5.99954546513618, 39.24783543194644, 14.752496659755707, -20.348859023768455, -42.916800937848166, -22.310972097329795, -111.75028342334554, -154.66804719902575, -262.0889612957835, -37.78498913347721, -337.0040355641395, -525.62197769247, -39.65903870202601, 194.39386470802128, 356.37966741621494, 136.99024739221204, 302.57974474853836, -396.1847361717373, -306.1920068413019, 99.13910009805113, 625.271842347458, 76.80490016750991, 55.938402337022126, 241.58307971898466, 58.48025037162006, -622.8538058567792, -209.72546200174838, -150.11231418559328, -298.4671604242176, 180.02593847364187, 80.17530239187181, -485.6223481781781, -556.4679053016007, -239.97126238164492, -422.39441601000726, 269.77827869635075, -433.804320262745, 251.79468849673867, 265.59982579178177, -191.91166285052896, 113.42716630920768, -614.107129573822, 18.050857324153185, 264.8793181707151, 707.0059077758342, -99.87784185819328, 67.30272362520918, -331.8720716852695, -486.22802285756916, 536.955611564219, 71.72993630636483, 105.22164956814959, -38.526452165097, 500.88283623289317, 2.260662482585758, 504.27133214846253, -579.4258518200368, 624.42431120947, -108.21908138506114, 119.91564767435193, -414.6125595495105, -509.0631813611835, 832.1212212070823, -272.6383659131825, 263.58459573984146, -437.4143258705735, 481.4559018537402, -423.9627464860678, 68.03831855207682, -317.3836973886937, 463.31605315208435, 144.65722902305424, 465.43823122419417, -631.4435265511274, 674.3579158633947, -1859.8986813426018, 1899.377265572548, -1212.4082998931408, 2790.848585188389]"
