Type,Eigenvalues,Stability
System Eigenvalues
(-0.9605830066899925+0.2290442208892614j),(-0.9605830066899925-0.2290442208892614j),(-0.9576068498018202+0.267853223097727j),(-0.9576068498018202-0.267853223097727j),(-0.9494031073701981+0.2872178132275259j),(-0.9494031073701981-0.2872178132275259j),(-0.9368910213741899+0.3220133615652345j),(-0.9368910213741899-0.3220133615652345j),(-0.930142551021392+0.35336961661805844j),(-0.930142551021392-0.35336961661805844j),(-0.9192597007338518+0.37403706899321876j),(-0.9192597007338518-0.37403706899321876j),(-0.9047829843129621+0.4092412479250647j),(-0.9047829843129621-0.4092412479250647j),(-0.8893687769345285+0.4374533542211962j),(-0.8893687769345285-0.4374533542211962j),(-0.8740842117076619+0.4680608675405154j),(-0.8740842117076619-0.4680608675405154j),(-0.852405826621949+0.49944691976509253j),(-0.852405826621949-0.49944691976509253j),(-0.8332554227721812+0.5163523363417019j),(-0.8332554227721812-0.5163523363417019j),(-0.790559780697812+0.5953919839603119j),(-0.790559780697812-0.5953919839603119j),(-0.8153628807455457+0.5670752918612008j),(-0.8153628807455457-0.5670752918612008j),(-0.8156394251689683+0.5175886203262744j),(-0.8156394251689683-0.5175886203262744j),(1.5890762934536897+0j),(-0.7722057713429082+0.6214860524869229j),(-0.7722057713429082-0.6214860524869229j),(-0.737250325106038+0.6520405416908254j),(-0.737250325106038-0.6520405416908254j),(-0.7159075121417693+0.6813150009454553j),(-0.7159075121417693-0.6813150009454553j),(-0.6908083734933013+0.7114339882734861j),(-0.6908083734933013-0.7114339882734861j),(-0.6618711576940093+0.736307909008375j),(-0.6618711576940093-0.736307909008375j),(-0.6353317160029174+0.7559626730344639j),(-0.6353317160029174-0.7559626730344639j),(-0.6033242233077698+0.7706703223175028j),(-0.6033242233077698-0.7706703223175028j),(-0.589568418094356+0.7902540123045695j),(-0.589568418094356-0.7902540123045695j),(-0.5679370809068032+0.8132254299184161j),(-0.5679370809068032-0.8132254299184161j),(-0.5330929111807752+0.8338354129001697j),(-0.5330929111807752-0.8338354129001697j),(-0.4688455885682122+0.8687885523198295j),(-0.4688455885682122-0.8687885523198295j),(-0.5058321493560608+0.8460705167056755j),(-0.5058321493560608-0.8460705167056755j),(-0.4376628983377239+0.8856397657791896j),(-0.4376628983377239-0.8856397657791896j),(-0.4114841420023898+0.8907897604555192j),(-0.4114841420023898-0.8907897604555192j),(-0.38024561142363583+0.9125719832692029j),(-0.38024561142363583-0.9125719832692029j),(-0.3599115393888843+0.922819349908364j),(-0.3599115393888843-0.922819349908364j),(-0.31405159209344374+0.9383024579986367j),(-0.31405159209344374-0.9383024579986367j),(-0.2770740215126225+0.9503725581849549j),(-0.2770740215126225-0.9503725581849549j),(-0.24493867961847837+0.9576495758901148j),(-0.24493867961847837-0.9576495758901148j),(-0.20813807163111567+0.9592717950254228j),(-0.20813807163111567-0.9592717950254228j),(-0.16511763581929192+0.9759845498560188j),(-0.16511763581929192-0.9759845498560188j),(-0.12628411500732856+0.9684361066660621j),(-0.12628411500732856-0.9684361066660621j),(-0.08923250519972703+0.9896182044696258j),(-0.08923250519972703-0.9896182044696258j),(0.06555151711260856+0j),(-0.1548172713946507+0.9285453320982179j),(-0.1548172713946507-0.9285453320982179j),(1.0027293911542334+0j),(0.9928215672913202+0j),(0.9923981464639141+0.0383364518744486j),(0.9923981464639141-0.0383364518744486j),(0.9883876279590019+0.07737350010338369j),(0.9883876279590019-0.07737350010338369j),(0.9837526441386563+0.12085640765945793j),(0.9837526441386563-0.12085640765945793j),(0.9796832898132998+0.15445425096855453j),(0.9796832898132998-0.15445425096855453j),(0.9654727809586092+0.18984205913965188j),(0.9654727809586092-0.18984205913965188j),(-0.04661574740742608+0.9757727541703479j),(-0.04661574740742608-0.9757727541703479j),(-0.025904442123447998+0.9802738044118556j),(-0.025904442123447998-0.9802738044118556j),(0.8593637513622268+0j),(0.9687829602237299+0.21616800577435694j),(0.9687829602237299-0.21616800577435694j),(0.9388636921857985+0.31534767188836926j),(0.9388636921857985-0.31534767188836926j),(0.9497311501199024+0.2843036693439903j),(0.9497311501199024-0.2843036693439903j),(0.9238949536683683+0.3598542523833542j),(0.9238949536683683-0.3598542523833542j),(0.9076087490626045+0.38759410251909016j),(0.9076087490626045-0.38759410251909016j),(0.0750871452074108+0.9876927760011114j),(0.0750871452074108-0.9876927760011114j),(0.6128442853262748+0.7798498515070513j),(0.6128442853262748-0.7798498515070513j),(0.72828163481155+0.6658384576537554j),(0.72828163481155-0.6658384576537554j),(0.11901977936138845+0.9707873786160264j),(0.11901977936138845-0.9707873786160264j),(0.8979114750234407+0.4154937788206203j),(0.8979114750234407-0.4154937788206203j),(0.5826299502438546+0.7937936284130052j),(0.5826299502438546-0.7937936284130052j),(0.6958928729718223+0.6942155915220679j),(0.6958928729718223-0.6942155915220679j),(0.6694155085869344+0.7145008495450308j),(0.6694155085869344-0.7145008495450308j),(0.6515688448060498+0.7373767482679366j),(0.6515688448060498-0.7373767482679366j),(0.7461069132369612+0.6394647806103936j),(0.7461069132369612-0.6394647806103936j),(0.7779976898834047+0.6104162990274861j),(0.7779976898834047-0.6104162990274861j),(0.6355046726612149+0.7209076365482536j),(0.6355046726612149-0.7209076365482536j),(0.5464768272322713+0.8247648142258718j),(0.5464768272322713-0.8247648142258718j),(0.8355589965434174+0.5361565592628896j),(0.8355589965434174-0.5361565592628896j),(0.04589726529984939+0.9895448768628805j),(0.04589726529984939-0.9895448768628805j),(0.5185251758382818+0.8417996738511704j),(0.5185251758382818-0.8417996738511704j),(0.14999082881197842+0.9770625390356206j),(0.14999082881197842-0.9770625390356206j),(0.8539923740941658+0.4936473451421214j),(0.8539923740941658-0.4936473451421214j),(0.8035770055582476+0.5679450655273238j),(0.8035770055582476-0.5679450655273238j),(0.37874635685313085+0.9127354837191726j),(0.37874635685313085-0.9127354837191726j),(0.40717911852452393+0.9011031364152428j),(0.40717911852452393-0.9011031364152428j),(0.8588376789217345+0.47547402704013386j),(0.8588376789217345-0.47547402704013386j),(0.3398693583447844+0.929775790759394j),(0.3398693583447844-0.929775790759394j),(0.4410615746901938+0.8852394012380117j),(0.4410615746901938-0.8852394012380117j),(0.48876214756233216+0.8463292268427139j),(0.48876214756233216-0.8463292268427139j),(0.8822911687069097+0.4458425354153534j),(0.8822911687069097-0.4458425354153534j),(0.1816461846854146+0.9687318377267644j),(0.1816461846854146-0.9687318377267644j),(0.3067655861265836+0.9415890165687607j),(0.3067655861265836-0.9415890165687607j),(0.2677516831578648+0.9579674922185917j),(0.2677516831578648-0.9579674922185917j),(0.9516345739554433+0.25186187129428617j),(0.9516345739554433-0.25186187129428617j),(0.7709131983969679+0.5674761845044078j),(0.7709131983969679-0.5674761845044078j),(0.21634782554879634+0.9639700229540591j),(0.21634782554879634-0.9639700229540591j),(0.01659091636801885+0.9723113910188316j),(0.01659091636801885-0.9723113910188316j),(0.24495499660569464+0.9432769358298291j),(0.24495499660569464-0.9432769358298291j),(0.4645993757935752+0.8645101549318386j),(0.4645993757935752-0.8645101549318386j)
System Stability,Unstable
